Total time;Compute time;Path length;Memory usage
0,0554637;0,0552655;508;70496
0,0417745;0,0415839;508;70496
0,0541407;0,0538933;508;70496
0,0408689;0,040699;508;70496
0,0390216;0,0388287;508;70496
0,0386392;0,0384891;508;70496
0,0397327;0,0395791;508;70496
0,0369078;0,0367758;508;70496
0,0359424;0,0358249;508;70496
0,036006;0,0358895;508;70496
0,0365471;0,0364309;508;70496
0,0383986;0,0382581;508;70496
0,0389783;0,0388418;508;70496
0,0372991;0,0371518;508;70496
0,0371905;0,0370575;508;70496
0,0383264;0,0381959;508;70496
0,0387548;0,0386182;508;70496
0,0392643;0,0391185;508;70496
0,0368564;0,03673;508;70496
0,0390464;0,0388733;508;70496
0,0379627;0,0378034;508;70496
0,0374109;0,0372913;508;70496
0,038731;0,0386025;508;70496
0,036867;0,0367368;508;70496
0,0356873;0,0355824;508;70496
0,0368227;0,0367033;508;70496
0,0352598;0,0351426;508;70496
0,0356148;0,0355101;508;70496
0,0355345;0,0354145;508;70496
0,0352249;0,0351039;508;70496
0,0362645;0,0361504;508;70496
0,0360411;0,035915;508;70496
0,0366278;0,0364961;508;70496
0,0366595;0,0365352;508;70496
0,0362378;0,0361246;508;70496
0,0366019;0,0364985;508;70496
0,0359995;0,0358809;508;70496
0,0352524;0,0351457;508;70496
0,0353197;0,0352268;508;70496
0,0357643;0,0356678;508;70496
0,0358787;0,0357561;508;70496
0,034901;0,0347977;508;70496
0,0361047;0,0359902;508;70496
0,0372563;0,0371001;508;69920
0,037849;0,0376991;508;70496
0,0368601;0,036732;508;70496
0,0360194;0,0359035;508;70496
0,0368618;0,0367494;508;70496
0,0355969;0,0354974;508;70496
0,0379449;0,0378118;508;70496
0,035643;0,0355433;508;70496
0,0353589;0,0352335;508;70496
0,0358751;0,0357667;508;70496
0,0356634;0,0355621;508;70496
0,0358226;0,0357222;508;70496
0,0365571;0,0364326;508;70496
0,0360099;0,035883;508;70496
0,0355235;0,0353942;508;70496
0,0360969;0,0359695;508;70496
0,0356645;0,0355464;508;70496
0,0358361;0,0357175;508;70496
0,0358053;0,0356563;508;70496
0,0366952;0,0365526;508;70496
0,0396705;0,0395463;508;70496
0,0685708;0,0390998;508;69048
0,0373993;0,037262;508;70496
0,0355123;0,0353913;508;70496
0,0368784;0,0367743;508;70496
0,0358252;0,0357103;508;70496
0,0354251;0,0352966;508;70496
0,0363064;0,0361868;508;70496
0,037975;0,0378526;508;70496
0,0373936;0,0372575;508;70496
0,0382997;0,0381662;508;70496
0,0380616;0,0378885;508;70496
0,0373032;0,0371417;508;70496
0,0356832;0,0355681;508;70496
0,0355422;0,0354406;508;70496
0,0355;0,0354035;508;70496
0,0362279;0,036096;508;70496
0,0394148;0,0392758;508;70496
0,0397094;0,0395793;508;70496
0,0382718;0,0381529;508;70496
0,0355401;0,0354388;508;70496
0,036271;0,0361483;508;70496
0,0370702;0,0369516;508;70496
0,0370918;0,0369499;508;70496
0,037533;0,037395;508;70496
0,0376109;0,0374883;508;70496
0,0371251;0,0370004;508;70496
0,0375167;0,0373921;508;70496
0,0376646;0,0375347;508;70496
0,0366415;0,0365301;508;70496
0,0363597;0,0362316;508;70496
0,0367466;0,0366016;508;70496
0,0354585;0,0353328;508;70496
0,0375715;0,0374488;508;70496
0,0360577;0,0359278;508;70496
0,0370681;0,0369527;508;70496
0,036509;0,0363962;508;70496
